id,timestamp_long,COx
281,1079996400.0,53.0
282,1080000000.0,47.0
283,1080003600.0,51.0
284,1080010800.0,20.0
285,1080014400.0,13.0
286,1080018000.0,33.0
287,1080021600.0,103.0
288,1080025200.0,224.0
289,1080028800.0,244.0
290,1080032400.0,237.0
291,1080036000.0,220.0
292,1080039600.0,207.0
293,1080043200.0,208.0
294,1080046800.0,160.0
295,1080050400.0,131.0
296,1080054000.0,128.0
297,1080057600.0,176.0
298,1080061200.0,107.0
299,1080064800.0,131.0
300,1080068400.0,166.0
301,1080072000.0,89.0
302,1080075600.0,81.0
303,1080079200.0,78.0
304,1080082800.0,70.0
305,1080086400.0,76.0
306,1080090000.0,43.0
307,1080097200.0,44.0
308,1080100800.0,34.0
309,1080104400.0,43.0
310,1080108000.0,79.0
311,1080111600.0,174.0
312,1080115200.0,235.0
313,1080118800.0,218.0
314,1080122400.0,136.0
315,1080126000.0,117.0
316,1080129600.0,119.0
317,1080133200.0,126.0
318,1080136800.0,100.0
319,1080140400.0,197.0
320,1080144000.0,195.0
321,1080147600.0,156.0
322,1080151200.0,247.0
323,1080154800.0,190.0
324,1080158400.0,169.0
325,1080162000.0,118.0
326,1080165600.0,81.0
327,1080169200.0,80.0
328,1080172800.0,42.0
329,1080176400.0,38.0
330,1080183600.0,18.0
331,1080187200.0,12.0
332,1080190800.0,43.0
333,1080194400.0,84.0
334,1080198000.0,184.0
335,1080201600.0,202.0
336,1080205200.0,133.0
337,1080208800.0,130.0
338,1080212400.0,106.0
339,1080216000.0,132.0
340,1080219600.0,106.0
341,1080223200.0,125.0
342,1080226800.0,138.0
343,1080230400.0,120.0
344,1080234000.0,158.0
345,1080237600.0,253.0
346,1080241200.0,231.0
347,1080244800.0,150.0
348,1080248400.0,99.0
349,1080252000.0,75.0
350,1080255600.0,93.0
351,1080259200.0,79.0
352,1080262800.0,67.0
353,1080270000.0,45.0
354,1080273600.0,72.0
355,1080277200.0,103.0
356,1080280800.0,132.0
357,1080284400.0,239.0
358,1080288000.0,275.0
359,1080291600.0,232.0
360,1080295200.0,180.0
361,1080298800.0,112.0
362,1080302400.0,116.0
363,1080306000.0,103.0
364,1080309600.0,89.0
365,1080313200.0,112.0
366,1080316800.0,127.0
367,1080320400.0,125.0
368,1080324000.0,120.0
369,1080327600.0,120.0
370,1080331200.0,99.0
371,1080334800.0,79.0
372,1080338400.0,66.0
373,1080342000.0,94.0
374,1080345600.0,70.0
375,1080349200.0,75.0
376,1080356400.0,57.0
377,1080360000.0,32.0
378,1080363600.0,54.0
379,1080367200.0,68.0
380,1080370800.0,98.0
381,1080374400.0,128.0
382,1080378000.0,129.0
383,1080381600.0,130.0
384,1080385200.0,111.0
385,1080388800.0,106.0
386,1080392400.0,137.0
387,1080396000.0,113.0
388,1080399600.0,122.0
389,1080403200.0,137.0
390,1080406800.0,165.0
391,1080410400.0,196.0
392,1080414000.0,174.0
393,1080417600.0,140.0
394,1080421200.0,102.0
395,1080424800.0,130.0
396,1080428400.0,121.0
397,1080432000.0,111.0
398,1080435600.0,87.0
399,1080439200.0,77.0
400,1080442800.0,39.0
401,1080446400.0,77.0
402,1080450000.0,91.0
403,1080453600.0,105.0
404,1080457200.0,133.0
405,1080460800.0,128.0
406,1080464400.0,126.0
407,1080468000.0,92.0
408,1080471600.0,66.0
409,1080475200.0,50.0
410,1080478800.0,70.0
411,1080482400.0,73.0
412,1080486000.0,77.0
413,1080489600.0,86.0
414,1080493200.0,93.0
415,1080496800.0,105.0
416,1080500400.0,67.0
417,1080504000.0,63.0
418,1080507600.0,63.0
419,1080511200.0,46.0
420,1080514800.0,21.0
421,1080518400.0,22.0
422,1080525600.0,39.0
423,1080529200.0,55.0
424,1080532800.0,76.0
425,1080536400.0,181.0
426,1080540000.0,259.0
427,1080543600.0,118.0
428,1080547200.0,119.0
429,1080550800.0,123.0
430,1080554400.0,92.0
431,1080558000.0,91.0
432,1080561600.0,103.0
433,1080565200.0,102.0
434,1080568800.0,94.0
435,1080572400.0,98.0
436,1080576000.0,126.0
437,1080579600.0,108.0
438,1080583200.0,95.0
439,1080586800.0,78.0
440,1080590400.0,61.0
441,1080594000.0,55.0
442,1080597600.0,57.0
443,1080601200.0,41.0
444,1080604800.0,46.0
445,1080612000.0,41.0
446,1080615600.0,52.0
447,1080619200.0,111.0
448,1080622800.0,191.0
449,1080626400.0,244.0
450,1080630000.0,283.0
451,1080633600.0,320.0
452,1080637200.0,249.0
453,1080640800.0,219.0
454,1080644400.0,200.0
455,1080648000.0,138.0
456,1080651600.0,118.0
457,1080655200.0,99.0
458,1080658800.0,112.0
459,1080662400.0,117.0
460,1080666000.0,129.0
461,1080669600.0,132.0
462,1080673200.0,73.0
463,1080676800.0,68.0
464,1080680400.0,80.0
465,1080684000.0,68.0
466,1080687600.0,44.0
467,1080691200.0,47.0
468,1080698400.0,15.0
469,1080702000.0,44.0
470,1080705600.0,85.0
471,1080709200.0,207.0
472,1080712800.0,230.0
473,1080716400.0,181.0
474,1080720000.0,144.0
475,1080723600.0,140.0
476,1080727200.0,204.0
477,1080730800.0,149.0
478,1080734400.0,171.0
479,1080738000.0,195.0
480,1080741600.0,152.0
481,1080745200.0,128.0
482,1080748800.0,121.0
483,1080752400.0,142.0
484,1080756000.0,131.0
485,1080759600.0,81.0
486,1080763200.0,60.0
487,1080766800.0,57.0
488,1080770400.0,96.0
489,1080774000.0,85.0
490,1080777600.0,50.0
491,1080784800.0,57.0
492,1080788400.0,64.0
493,1080792000.0,153.0
494,1080795600.0,342.0
495,1080799200.0,378.0
496,1080802800.0,304.0
497,1080806400.0,192.0
498,1080810000.0,130.0
499,1080813600.0,106.0
500,1080817200.0,102.0
501,1080820800.0,99.0
502,1080824400.0,108.0
503,1080828000.0,131.0
504,1080831600.0,163.0
505,1080835200.0,211.0
506,1080838800.0,267.0
507,1080842400.0,269.0
508,1080846000.0,154.0
509,1080849600.0,127.0
510,1080853200.0,122.0
511,1080856800.0,126.0
512,1080860400.0,84.0
513,1080864000.0,58.0
514,1080871200.0,37.0
515,1080874800.0,56.0
516,1080878400.0,91.0
517,1080882000.0,159.0
518,1080885600.0,190.0
519,1080889200.0,249.0
520,1080892800.0,196.0
521,1080896400.0,180.0
522,1080900000.0,167.0
523,1080903600.0,159.0
524,1080907200.0,152.0
525,1080910800.0,149.0
526,1080914400.0,143.0
527,1080918000.0,185.0
528,1080921600.0,223.0
529,1080925200.0,215.0
530,1080928800.0,271.0
531,1080932400.0,180.0
532,1080936000.0,115.0
533,1080939600.0,149.0
534,1080943200.0,98.0
535,1080946800.0,73.0
536,1080950400.0,69.0
537,1080957600.0,60.0
538,1080961200.0,56.0
539,1080964800.0,73.0
540,1080968400.0,159.0
541,1080972000.0,203.0
542,1080975600.0,211.0
543,1081152000.0,236.0
544,1081155600.0,228.0
545,1081159200.0,206.0
546,1081162800.0,188.0
547,1081166400.0,158.0
548,1081170000.0,124.0
549,1081173600.0,98.0
550,1081177200.0,160.0
551,1081180800.0,194.0
552,1081184400.0,174.0
553,1081188000.0,157.0
554,1081191600.0,109.0
555,1081195200.0,85.0
556,1081198800.0,90.0
557,1081202400.0,61.0
558,1081206000.0,36.0
559,1081209600.0,25.0
560,1081216800.0,24.0
561,1081220400.0,73.0
562,1081224000.0,164.0
563,1081227600.0,329.0
564,1081231200.0,302.0
565,1081234800.0,256.0
566,1081238400.0,182.0
567,1081242000.0,105.0
568,1081245600.0,136.0
569,1081249200.0,167.0
570,1081252800.0,166.0
571,1081256400.0,115.0
572,1081260000.0,109.0
573,1081263600.0,143.0
574,1081267200.0,159.0
575,1081270800.0,181.0
576,1081274400.0,178.0
577,1081278000.0,91.0
578,1081281600.0,76.0
579,1081285200.0,66.0
580,1081288800.0,56.0
581,1081292400.0,35.0
582,1081296000.0,21.0
583,1081303200.0,12.0
584,1081306800.0,22.0
585,1081310400.0,55.0
586,1081314000.0,152.0
587,1081317600.0,153.0
588,1081321200.0,152.0
589,1081324800.0,112.0
590,1081328400.0,119.0
591,1081332000.0,122.0
592,1081335600.0,115.0
593,1081339200.0,84.0
594,1081342800.0,146.0
595,1081346400.0,65.0
596,1081350000.0,120.0
597,1081353600.0,185.0
598,1081357200.0,157.0
599,1081360800.0,174.0
600,1081364400.0,62.0
601,1081368000.0,81.0
602,1081371600.0,118.0
603,1081375200.0,95.0
604,1081378800.0,84.0
605,1081382400.0,56.0
606,1081389600.0,43.0
607,1081393200.0,69.0
608,1081396800.0,74.0
609,1081400400.0,161.0
610,1081404000.0,308.0
611,1081407600.0,300.0
612,1081411200.0,189.0
613,1081414800.0,164.0
614,1081418400.0,122.0
615,1081422000.0,166.0
616,1081425600.0,181.0
617,1081429200.0,127.0
618,1081432800.0,106.0
619,1081436400.0,192.0
620,1081440000.0,241.0
621,1081443600.0,326.0
622,1081447200.0,232.0
623,1081450800.0,92.0
624,1081454400.0,95.0
625,1081458000.0,129.0
626,1081461600.0,154.0
627,1081465200.0,118.0
628,1081468800.0,69.0
629,1081476000.0,97.0
630,1081479600.0,145.0
631,1081483200.0,169.0
632,1081486800.0,250.0
633,1081490400.0,215.0
634,1081494000.0,237.0
635,1081497600.0,190.0
636,1081501200.0,219.0
637,1081504800.0,294.0
638,1081508400.0,253.0
639,1081512000.0,176.0
640,1081515600.0,243.0
641,1081519200.0,214.0
642,1081522800.0,141.0
643,1081526400.0,166.0
644,1081530000.0,197.0
645,1081533600.0,191.0
646,1081537200.0,159.0
647,1081540800.0,175.0
648,1081544400.0,157.0
649,1081548000.0,83.0
650,1081551600.0,118.0
651,1081555200.0,101.0
652,1081562400.0,46.0
653,1081566000.0,81.0
654,1081569600.0,112.0
655,1081573200.0,150.0
656,1081576800.0,138.0
657,1081580400.0,124.0
658,1081584000.0,124.0
659,1081587600.0,115.0
660,1081591200.0,101.0
661,1081594800.0,90.0
662,1081598400.0,90.0
663,1081602000.0,89.0
664,1081605600.0,92.0
665,1081609200.0,103.0
666,1081612800.0,122.0
667,1081616400.0,159.0
668,1081620000.0,172.0
669,1081623600.0,125.0
670,1081627200.0,187.0
671,1081630800.0,174.0
672,1081634400.0,75.0
673,1081638000.0,48.0
674,1081641600.0,61.0
675,1081648800.0,38.0
676,1081652400.0,38.0
677,1081656000.0,41.0
678,1081659600.0,51.0
679,1081663200.0,61.0
680,1081666800.0,47.0
681,1081670400.0,87.0
682,1081674000.0,107.0
683,1081677600.0,161.0
684,1081681200.0,61.0
685,1081684800.0,26.0
686,1081688400.0,42.0
687,1081692000.0,55.0
688,1081695600.0,65.0
689,1081699200.0,75.0
690,1081702800.0,93.0
691,1081706400.0,63.0
692,1081710000.0,60.0
693,1081713600.0,63.0
694,1081717200.0,66.0
695,1081720800.0,41.0
696,1081724400.0,42.0
697,1081728000.0,36.0
698,1081735200.0,16.0
699,1081738800.0,16.0
700,1081742400.0,33.0
701,1081746000.0,39.0
702,1081749600.0,45.0
703,1081753200.0,63.0
704,1081756800.0,71.0
705,1081760400.0,104.0
706,1081764000.0,85.0
707,1081767600.0,53.0
708,1081771200.0,58.0
709,1081774800.0,89.0
710,1081778400.0,96.0
711,1081782000.0,88.0
712,1081785600.0,100.0
713,1081789200.0,127.0
714,1081792800.0,88.0
715,1081796400.0,66.0
716,1081800000.0,61.0
717,1081803600.0,54.0
718,1081807200.0,46.0
719,1081810800.0,25.0
720,1081814400.0,18.0
721,1081821600.0,21.0
722,1081825200.0,76.0
723,1081828800.0,149.0
724,1081832400.0,328.0
725,1081836000.0,282.0
726,1081839600.0,206.0
727,1081843200.0,133.0
728,1081846800.0,137.0
729,1081850400.0,116.0
730,1081854000.0,112.0
731,1081857600.0,128.0
732,1081861200.0,145.0
733,1081864800.0,110.0
734,1081868400.0,184.0
735,1081872000.0,243.0
736,1081875600.0,259.0
737,1081879200.0,205.0
738,1081882800.0,144.0
739,1081886400.0,152.0
740,1081890000.0,108.0
741,1081893600.0,64.0
742,1081897200.0,73.0
743,1081900800.0,47.0
744,1081908000.0,45.0
745,1081911600.0,79.0
746,1081915200.0,113.0
747,1081918800.0,263.0
748,1081922400.0,275.0
749,1081926000.0,263.0
750,1081929600.0,183.0
751,1081933200.0,147.0
752,1081936800.0,132.0
753,1082012400.0,309.0
754,1082016000.0,327.0
755,1082019600.0,299.0
756,1082023200.0,257.0
757,1082026800.0,195.0
758,1082030400.0,231.0
759,1082034000.0,170.0
760,1082037600.0,192.0
761,1082041200.0,251.0
762,1082044800.0,289.0
763,1082048400.0,351.0
764,1082052000.0,319.0
765,1082055600.0,264.0
766,1082059200.0,144.0
767,1082062800.0,119.0
768,1082066400.0,120.0
769,1082070000.0,96.0
770,1082073600.0,77.0
771,1082080800.0,63.0
772,1082084400.0,97.0
773,1082088000.0,180.0
774,1082091600.0,352.0
775,1082095200.0,279.0
776,1082098800.0,186.0
777,1082102400.0,169.0
778,1082106000.0,172.0
779,1082109600.0,127.0
780,1082113200.0,230.0
781,1082116800.0,280.0
782,1082120400.0,242.0
783,1082124000.0,250.0
784,1082127600.0,309.0
785,1082131200.0,270.0
786,1082134800.0,323.0
787,1082138400.0,307.0
788,1082142000.0,224.0
789,1082145600.0,166.0
790,1082149200.0,171.0
791,1082152800.0,169.0
792,1082156400.0,120.0
793,1082160000.0,103.0
794,1082689200.0,59.0
795,1082692800.0,72.0
796,1082696400.0,244.0
797,1082700000.0,351.0
798,1082703600.0,358.0
799,1082707200.0,245.0
800,1082710800.0,240.0
801,1082714400.0,179.0
802,1082718000.0,160.0
803,1082721600.0,174.0
804,1082725200.0,260.0
805,1082728800.0,281.0
806,1082732400.0,284.0
807,1082736000.0,250.0
808,1082739600.0,281.0
809,1082743200.0,230.0
810,1082746800.0,98.0
811,1082750400.0,121.0
812,1082754000.0,110.0
813,1082757600.0,161.0
814,1082761200.0,148.0
815,1082764800.0,109.0
816,1082772000.0,45.0
817,1082775600.0,71.0
818,1082779200.0,75.0
819,1082782800.0,106.0
820,1082786400.0,166.0
821,1082790000.0,188.0
822,1082793600.0,161.0
823,1082797200.0,139.0
824,1082800800.0,134.0
825,1082804400.0,84.0
826,1082808000.0,98.0
827,1082811600.0,91.0
828,1082815200.0,99.0
829,1082818800.0,90.0
830,1082822400.0,147.0
831,1082826000.0,177.0
832,1082829600.0,162.0
833,1082833200.0,88.0
834,1082836800.0,53.0
835,1082840400.0,68.0
836,1082844000.0,61.0
837,1082847600.0,71.0
838,1082851200.0,63.0
839,1082858400.0,23.0
840,1082862000.0,14.0
841,1082865600.0,34.0
842,1082869200.0,42.0
843,1082872800.0,40.0
844,1082876400.0,48.0
845,1082880000.0,61.0
846,1082883600.0,58.0
847,1082887200.0,57.0
848,1082890800.0,54.0
849,1082894400.0,41.0
850,1082898000.0,57.0
851,1082901600.0,83.0
852,1082905200.0,81.0
853,1082908800.0,98.0
854,1082912400.0,124.0
855,1082916000.0,133.0
856,1082919600.0,100.0
857,1082923200.0,116.0
858,1082926800.0,102.0
859,1082930400.0,55.0
860,1082934000.0,33.0
861,1082937600.0,17.0
862,1082944800.0,10.0
863,1082948400.0,35.0
864,1082952000.0,70.0
865,1082955600.0,116.0
866,1082959200.0,134.0
867,1082962800.0,113.0
868,1082966400.0,110.0
869,1082970000.0,98.0
870,1082973600.0,96.0
871,1082977200.0,95.0
872,1082980800.0,86.0
873,1082984400.0,86.0
874,1082988000.0,91.0
875,1082991600.0,119.0
876,1082995200.0,147.0
877,1082998800.0,135.0
878,1083002400.0,124.0
879,1083006000.0,89.0
880,1083009600.0,79.0
881,1083013200.0,63.0
882,1083016800.0,39.0
883,1083020400.0,25.0
884,1083024000.0,19.0
885,1083031200.0,34.0
886,1083034800.0,58.0
887,1083038400.0,112.0
888,1083042000.0,314.0
889,1083045600.0,240.0
890,1083049200.0,128.0
891,1083052800.0,141.0
892,1083056400.0,118.0
893,1083060000.0,132.0
894,1083063600.0,150.0
895,1083067200.0,121.0
896,1083070800.0,149.0
897,1083074400.0,120.0
898,1083078000.0,155.0
899,1083081600.0,172.0
900,1083085200.0,177.0
901,1083088800.0,181.0
902,1083092400.0,135.0
903,1083096000.0,99.0
904,1083099600.0,111.0
905,1083103200.0,72.0
906,1083106800.0,54.0
907,1083110400.0,41.0
908,1083117600.0,24.0
909,1083121200.0,29.0
910,1083124800.0,76.0
911,1083128400.0,321.0
912,1083132000.0,274.0
913,1083135600.0,322.0
914,1083139200.0,255.0
915,1083142800.0,196.0
916,1083146400.0,136.0
917,1083150000.0,119.0
918,1083153600.0,169.0
919,1083157200.0,197.0
920,1083160800.0,140.0
921,1083164400.0,178.0
922,1083168000.0,223.0
923,1083171600.0,222.0
924,1083175200.0,265.0
925,1083178800.0,151.0
926,1083182400.0,79.0
927,1083186000.0,87.0
928,1083189600.0,88.0
929,1083193200.0,51.0
930,1083196800.0,34.0
931,1083204000.0,31.0
932,1083207600.0,76.0
933,1083211200.0,139.0
934,1083214800.0,293.0
935,1083218400.0,368.0
936,1083222000.0,250.0
937,1083225600.0,145.0
938,1083229200.0,110.0
939,1083232800.0,104.0
940,1083236400.0,205.0
941,1083240000.0,201.0
942,1083243600.0,266.0
943,1083247200.0,246.0
944,1083250800.0,247.0
945,1083254400.0,271.0
946,1083258000.0,332.0
947,1083261600.0,245.0
948,1083265200.0,180.0
949,1083268800.0,156.0
950,1083272400.0,172.0
951,1083276000.0,137.0
952,1083279600.0,91.0
953,1083283200.0,80.0
954,1083290400.0,46.0
955,1083294000.0,68.0
956,1083297600.0,162.0
957,1083301200.0,213.0
958,1083304800.0,161.0
959,1083308400.0,209.0
960,1083312000.0,191.0
961,1083315600.0,215.0
962,1083319200.0,212.0
963,1083322800.0,202.0
964,1083326400.0,153.0
965,1083330000.0,185.0
966,1083333600.0,210.0
967,1083337200.0,215.0
968,1083340800.0,215.0
969,1083344400.0,281.0
970,1083348000.0,254.0
971,1083351600.0,189.0
972,1083355200.0,174.0
973,1083358800.0,167.0
974,1083362400.0,185.0
975,1083366000.0,129.0
976,1083369600.0,85.0
977,1083376800.0,35.0
978,1083380400.0,24.0
979,1083384000.0,30.0
980,1083387600.0,75.0
981,1083391200.0,79.0
982,1083394800.0,104.0
983,1083398400.0,118.0
984,1083402000.0,105.0
985,1083405600.0,101.0
986,1083409200.0,65.0
987,1083412800.0,59.0
988,1083416400.0,80.0
989,1083420000.0,98.0
990,1083423600.0,89.0
991,1083427200.0,114.0
992,1083430800.0,195.0
993,1083434400.0,156.0
994,1083438000.0,109.0
995,1083441600.0,184.0
996,1083445200.0,190.0
997,1083448800.0,105.0
998,1083452400.0,76.0
999,1083456000.0,38.0
1000,1083463200.0,26.0
1001,1083466800.0,33.0
1002,1083470400.0,57.0
1003,1083474000.0,48.0
1004,1083477600.0,87.0
1005,1083481200.0,94.0
1006,1083484800.0,89.0
1007,1083488400.0,78.0
1008,1083492000.0,72.0
1009,1083495600.0,64.0
1010,1083499200.0,70.0
1011,1083502800.0,92.0
1012,1083506400.0,69.0
1013,1083510000.0,131.0
1014,1083513600.0,144.0
1015,1083517200.0,209.0
1016,1083520800.0,170.0
1017,1083524400.0,152.0
1018,1083528000.0,171.0
1019,1083531600.0,153.0
1020,1083535200.0,97.0
1021,1083538800.0,37.0
1022,1083542400.0,26.0
1023,1083549600.0,25.0
1024,1083553200.0,61.0
1025,1083556800.0,152.0
1026,1083560400.0,283.0
1027,1083564000.0,320.0
1028,1083567600.0,318.0
1029,1083571200.0,201.0
1030,1083574800.0,135.0
1031,1083578400.0,127.0
1032,1083582000.0,102.0
1033,1083585600.0,74.0
1034,1083589200.0,81.0
1035,1083592800.0,129.0
1036,1083596400.0,190.0
1037,1083600000.0,192.0
1038,1083603600.0,163.0
1039,1083607200.0,149.0
1040,1083610800.0,119.0
1041,1083614400.0,61.0
1042,1083618000.0,84.0
1043,1083621600.0,79.0
1044,1083625200.0,58.0
1045,1083628800.0,32.0
1046,1083636000.0,21.0
1047,1083639600.0,49.0
1048,1083643200.0,180.0
1049,1083646800.0,302.0
1050,1083650400.0,258.0
1051,1083654000.0,192.0
1052,1083657600.0,84.0
1053,1083661200.0,128.0
1054,1083664800.0,145.0
1055,1083668400.0,132.0
1056,1083672000.0,136.0
1057,1083675600.0,140.0
1058,1083679200.0,55.0
1059,1083682800.0,67.0
1060,1083686400.0,191.0
1061,1083690000.0,227.0
1062,1083693600.0,264.0
1063,1083697200.0,196.0
1064,1083700800.0,43.0
1065,1083704400.0,58.0
1066,1083708000.0,33.0
1067,1083711600.0,14.0
1068,1083715200.0,18.0
